data,hora,natureza_acidente,situacao,bairro,endereco,numero,detalhe_endereco_acidente,complemento,endereco_cruzamento,numero_cruzamento,referencia_cruzamento,bairro_cruzamento,tipo,auto,moto,ciclom,ciclista,pedestre,onibus,caminhao,viatura,outros,vitimas,vitimasfatais,,,,,,,
2017-01-03,21:08:00,SEM VÍTIMA,FINALIZADA,TORRE,RUA FREI JABOATAO,113,,UMA RUA ENF AO CARREFUOR DA TORRE E PROX AO POSTO SHELL NA RUA DO HOSPITAL EVANGELICO,RUA FREI JABOATAO,113,UMA RUA ENF AO CARREFUOR DA TORRE E PROX AO POSTO SHELL NA RUA DO HOSPITAL EVANGELICO,TORRE,COLISÃO,3,,,,,,,,,0,,,,,,,,
2017-01-03,23:16:00,COM VÍTIMA,FINALIZADA,BEBERIBE,AV BEBERIBE,3814,,PROXIMO AO COLÉGIO NOVENTA GRAUS,AV BEBERIBE,3814,PROXIMO AO COLÉGIO NOVENTA GRAUS,BEBERIBE,COLISÃO,,2,,,,,,,,1,,,,,,,,
2017-01-04,00:11:00,SEM VÍTIMA,FINALIZADA,PARNAMIRIM,RUA LEONARDO BEZERRA CAVALCANTE,,,EM FRENTE AO MUSEU MURILO LA GRECA, PROX DO CARREFUR,RUA LEONARDO BEZERRA CAVALCANTE,0,EM FRENTE AO MUSEU MURILO LA GRECA, PROX DO CARREFUR,PARNAMIRIM,COLISÃO,2,,,,,,,,,0,,,,,,
2017-01-04,07:47:00,SEM VÍTIMA,FINALIZADA,TORRE,RUA JOSE BONIFACIO,851,,EM FRENTE DA CLINICA VETERINARIA ARIONALDO,RUA JOSE BONIFACIO,851,EM FRENTE DA CLINICA VETERINARIA ARIONALDO,TORRE,COLISÃO,1,1,,,,,,,,0,,,,,,,,
2017-01-04,08:35:00,COM VÍTIMA,FINALIZADA,TAMARINEIRA,RUA GENERAL ABREU E LIMA,113,,POR TRAS DO COLEGIO BOA VIAGEM ANTIGO ROSA GATORNO,RUA GENERAL ABREU E LIMA,113,POR TRAS DO COLEGIO BOA VIAGEM ANTIGO ROSA GATORNO,TAMARINEIRA,COLISÃO,1,1,,,,,,,,1,,,,,,,,
2017-01-04,08:50:00,SEM VÍTIMA,FINALIZADA,BOA VIAGEM,AV ARMINDO MOURA,,,EM FRENTE DO PORTAL DA AERONAUTICA,AV ARMINDO MOURA,0,EM FRENTE DO PORTAL DA AERONAUTICA,BOA VIAGEM,COLISÃO,1,1,,,,,,,,0,,,,,,,,
2017-01-04,09:13:00,SEM VÍTIMA,FINALIZADA,GRAÇAS,RUA DAS PERNAMBUCANAS,227,,E/F AO JAYME DA FONTE. SEMÁFORO 600,RUA DAS PERNAMBUCANAS,227,E/F AO JAYME DA FONTE. SEMÁFORO 600,GRAÇAS,COLISÃO,1,,,,,,1,,,0,,,,,,,,
2017-01-04,09:29:00,SEM VÍTIMA,FINALIZADA,AFOGADOS,RUA PROFESSOR EDUARDO WANDERLEY FILHO,,,EM FRENTE AO DISTRITO SANITARIO CINCO,RUA PROFESSOR EDUARDO WANDERLEY FILHO,0,EM FRENTE AO DISTRITO SANITARIO CINCO,AFOGADOS,COLISÃO,1,,,,,,1,,,0,,,,,,,,
2017-01-04,09:54:00,SEM VÍTIMA,FINALIZADA,GRAÇAS,RUA DO FUTURO,17,,E/F AO EDF. PRINCÍPE DE BRAGANÇA,RUA DO FUTURO,17,E/F AO EDF. PRINCÍPE DE BRAGANÇA,GRAÇAS,COLISÃO,2,,,,,,,,,0,,,,,,,,
2017-01-04,10:24:00,SEM VÍTIMA,FINALIZADA,BOA VIAGEM,RUA BELMONTE,19,,EM FRENTE AO EDF/FABIOLA,RUA BELMONTE,19,EM FRENTE AO EDF/FABIOLA,BOA VIAGEM,COLISÃO,2,,,,,,,,,0,,,,,,,,
2017-01-04,10:34:00,SEM VÍTIMA,FINALIZADA,ESTÂNCIA,AV RECIFE,796,,EM FRENTE A FARMACIA BIG BEM,SENT/BOA VIAGEM,AV RECIFE,796,EM FRENTE A FARMACIA BIG BEM,SENT/BOA VIAGEM,ESTÂNCIA,COLISÃO,2,1,,,,,,,,0,,,,,,
2017-01-04,11:38:00,SEM VÍTIMA,FINALIZADA,IPUTINGA,RUA MAURICIO DE NASSAU,155,,NA ENTRADA PARA BR,RUA MAURICIO DE NASSAU,155,NA ENTRADA PARA BR,IPUTINGA,COLISÃO,1,,,,,,1,,,0,,,,,,,,
2017-01-04,11:24:00,SEM VÍTIMA,FINALIZADA,BOA VIAGEM,RUA PADRE BERNADINO PESSOA,,,EM FRENTE AO COLEGIO SANTA MARIA,RUA PADRE BERNADINO PESSOA,0,EM FRENTE AO COLEGIO SANTA MARIA,BOA VIAGEM,COLISÃO,2,,,,,,,,,0,,,,,,,,
2017-01-04,11:25:00,SEM VÍTIMA,FINALIZADA,BARRO,AV DR JOSE RUFINO,1807,,EM FRENTE MANUCHAR,AV DR JOSE RUFINO,1807,EM FRENTE MANUCHAR,BARRO,COLISÃO,2,,,,,,,,,0,,,,,,,,
2017-01-04,11:28:00,SEM VÍTIMA,FINALIZADA,IPUTINGA,AV CAXANGA,,,E/F A IPUTINGA AUTOMOVÉIS SENTIDO CIDADE. (SEMÁFORO Nº533),AV CAXANGA,0,E/F A IPUTINGA AUTOMOVÉIS SENTIDO CIDADE. (SEMÁFORO Nº533),IPUTINGA,COLISÃO,2,,,,,,,,,0,,,,,,,,
2017-01-04,11:39:00,SEM VÍTIMA,FINALIZADA,GRAÇAS,RUA ALBERTO PAIVA,1105,,EM FRENTE A TOYOTA,RUA ALBERTO PAIVA,1105,EM FRENTE A TOYOTA,GRAÇAS,COLISÃO,1,,,,,,1,,,0,,,,,,,,
2017-01-04,11:42:00,SEM VÍTIMA,CANCELADA,PINA,AV ENGENHEIRO DOMINGOS FERREIRA,,,E/F AO SUPERMERCADO EXTRA, SENTIDO AEROPORTO,AV ENGENHEIRO DOMINGOS FERREIRA,0,E/F AO SUPERMERCADO EXTRA, SENTIDO AEROPORTO,PINA,COLISÃO,2,,,,,,,,,0,,,,,,
2017-01-04,12:15:00,SEM VÍTIMA,CANCELADA,FUNDÃO,AV BEBERIBE,2736,,PROXIMO A DELVI MOVEIS,AV BEBERIBE,2736,PROXIMO A DELVI MOVEIS,FUNDÃO,COLISÃO,1,,,,,,1,,,0,,,,,,,,
2017-01-04,12:30:00,SEM VÍTIMA,CANCELADA,ENCRUZILHADA,AV NORTE,,,EM FRENTE A JACAUNA, SENTIDO SUBURBIO,AV NORTE,0,EM FRENTE A JACAUNA, SENTIDO SUBURBIO,ENCRUZILHADA,COLISÃO,2,,,,,,,,,0,,,,,,
2017-01-04,12:57:00,COM VÍTIMA,FINALIZADA,BOA VIAGEM,AV BOA VIAGEM,4470,,SENTIDO PINA EM FRENTE AO CASTELHINHO,AV BOA VIAGEM,4470,SENTIDO PINA EM FRENTE AO CASTELHINHO,BOA VIAGEM,COLISÃO,1,1,,,,,,,,1,,,,,,,,
2017-01-04,13:03:00,SEM VÍTIMA,CANCELADA,SANTO AMARO,AV GOVERNADOR AGAMENON MAGALHAES,,,SENTIDO OLINDA EM FRENTE AO MINISTERIO DO TRABALHO,AV GOVERNADOR AGAMENON MAGALHAES,0,SENTIDO OLINDA EM FRENTE AO MINISTERIO DO TRABALHO,SANTO AMARO,COLISÃO,1,,,,,1,,,,0,,,,,,,,
2017-01-04,13:24:00,COM VÍTIMA,FINALIZADA,BOA VIAGEM,RUA DEZ DE JULHO,,,PCN6881 CHEVROLET CLASSIC // KJN3652 VOLKSWAGEN POLO,RUA DEZ DE JULHO,0,PCN6881 CHEVROLET CLASSIC // KJN3652 VOLKSWAGEN POLO,BOA VIAGEM,COLISÃO,1,1,,,,,,,,1,,,,,,,,
2017-01-04,13:43:00,SEM VÍTIMA,CANCELADA,IPSEP,AV RECIFE,3257,,CONDOMINIO IPSEP/ SENTIDO SUBURBIO,AV RECIFE,3257,CONDOMINIO IPSEP/ SENTIDO SUBURBIO,IPSEP,COLISÃO,1,,,,,1,,,,0,,,,,,,,
2017-01-04,15:45:00,SEM VÍTIMA,FINALIZADA,TORRE,RUA SOUZA BANDEIRA,348,,CRUZ COM A TOMAZ GONZAGA PROX AO COLEGIO HELENA LUBIENSKA,RUA SOUZA BANDEIRA,348,CRUZ COM A TOMAZ GONZAGA PROX AO COLEGIO HELENA LUBIENSKA,TORRE,COLISÃO,1,1,,,,,,,,0,,,,,,,,
2017-01-04,15:53:00,SEM VÍTIMA,CANCELADA,SANTO AMARO,AV CRUZ CABUGA,,,EM FRENTE A CASA DA INDUSTRIA,AV CRUZ CABUGA,0,EM FRENTE A CASA DA INDUSTRIA,SANTO AMARO,COLISÃO,1,,,,,1,,,,0,,,,,,,,
2017-01-04,16:09:00,SEM VÍTIMA,FINALIZADA,BOA VISTA,RUA JOAO FERNANDES VIEIRA,,,PROXIMO A PRAÇA PARQUE AMORIM,RUA JOAO FERNANDES VIEIRA,0,PROXIMO A PRAÇA PARQUE AMORIM,BOA VISTA,COLISÃO,2,,,,,,,,,0,,,,,,,,
2017-01-04,16:18:00,SEM VÍTIMA,FINALIZADA,BARRO,ENTRADA - BR 101 (TERMINAL INTEGRADO DO BARRO) - NORTE,50,,PROX. AO TERMINAL, RUA AO LADO DA BR,ENTRADA - BR 101 (TERMINAL INTEGRADO DO BARRO) - NORTE,50,PROX. AO TERMINAL, RUA AO LADO DA BR,BARRO,COLISÃO,1,,,,,1,,,,0,,,,,,
2017-01-04,16:52:00,SEM VÍTIMA,FINALIZADA,IMBIRIBEIRA,AV MARECHAL MASCARENHAS DE MORAES,,,SENTIDO CENTRO NA SAIDA DO TUNEL DO JORDÃO EM FRENTE A MADEREIRA,AV MARECHAL MASCARENHAS DE MORAES,0,SENTIDO CENTRO NA SAIDA DO TUNEL DO JORDÃO EM FRENTE A MADEREIRA,IMBIRIBEIRA,COLISÃO,2,,,,,,,,,0,,,,,,,,
2017-01-04,16:54:00,SEM VÍTIMA,FINALIZADA,CAÇOTE,AV CAPITAO GREGORIO DE CALDAS,16A,,EM FRENTE AO DEPOSITO ATACADO DAS BEBIDAS,AV CAPITAO GREGORIO DE CALDAS,16A,EM FRENTE AO DEPOSITO ATACADO DAS BEBIDAS,CAÇOTE,COLISÃO,1,,,,,,,,1,0,,,,,,,,
2017-01-04,18:30:00,SEM VÍTIMA,FINALIZADA,CASA AMARELA,AV NORTE,,AV PROFESSOR JOSE DOS ANJOS,NO SEMAFORO 364, EM FRENTE DO SESC DE CASA AMARELA,AV NORTE,0,NO SEMAFORO 364, EM FRENTE DO SESC DE CASA AMARELA,CASA AMARELA,CHOQUE,1,,,,,,,,,0,,,,,,
2017-01-04,19:03:00,SEM VÍTIMA,CANCELADA,JAQUEIRA,AV CONS ROSA E SILVA,1550,,NO POSTO DE GASOLINA SHELL, EM FRENTE DO BANCO ITAU,AV CONS ROSA E SILVA,1550,NO POSTO DE GASOLINA SHELL, EM FRENTE DO BANCO ITAU,JAQUEIRA,COLISÃO,2,,,,,,,,,0,,,,,,
2017-01-04,19:05:00,COM VÍTIMA,FINALIZADA,ESPINHEIRO,RUA DO ESPINHEIRO,,,ENTRE AS FARMACIAS PERMANENTE E PAGUE MENOS, PROX A RUA 48,RUA DO ESPINHEIRO,0,ENTRE AS FARMACIAS PERMANENTE E PAGUE MENOS, PROX A RUA 48,ESPINHEIRO,COLISÃO,1,1,,,,,,,,1,,,,,,
2017-01-04,20:57:00,COM VÍTIMA,FINALIZADA,GRAÇAS,AV RUI BARBOSA,,,E/F AO MUSEU DO ESTADO,AV RUI BARBOSA,0,E/F AO MUSEU DO ESTADO,GRAÇAS,COLISÃO,1,1,,,,,,,,1,,,,,,,,
2017-01-04,22:34:00,SEM VÍTIMA,CANCELADA,ALTO JOSÉ BONIFÁCIO,RUA ALTO JOSE BONIFACIO,703,,PROX. AO TERMINAL DE ONIBUS,RUA ALTO JOSE BONIFACIO,703,PROX. AO TERMINAL DE ONIBUS,ALTO JOSÉ BONIFÁCIO,COLISÃO,1,,,,,1,,,,0,,,,,,,,
2017-01-05,00:17:00,SEM VÍTIMA,FINALIZADA,IMBIRIBEIRA,RUA ARQUITETO LUIZ NUNES,,,CRUZAMENTO COM A RUA ENGENHERIO ALVES DE SOUZA,RUA ARQUITETO LUIZ NUNES,0,CRUZAMENTO COM A RUA ENGENHERIO ALVES DE SOUZA,IMBIRIBEIRA,COLISÃO,2,,,,,,,,,0,,,,,,,,
2017-01-05,07:18:00,SEM VÍTIMA,CANCELADA,TEJIPIÓ,AV DR JOSE RUFINO,,,EM FRENTE DA ESTAÇÃO DO METRO DE TEJIPIO,AV DR JOSE RUFINO,0,EM FRENTE DA ESTAÇÃO DO METRO DE TEJIPIO,TEJIPIÓ,COLISÃO,3,,,,,,,,,0,,,,,,,,
2017-01-05,07:45:00,SEM VÍTIMA,FINALIZADA,VÁRZEA,RUA EMILIANO BRAGA,635,,E/F AO EDF. LUAR DO CAMPUS,RUA EMILIANO BRAGA,635,E/F AO EDF. LUAR DO CAMPUS,VÁRZEA,COLISÃO,2,,,,,,,,,0,,,,,,,,
2017-01-05,09:29:00,COM VÍTIMA,FINALIZADA,JIQUIÁ,RUA JORGE ABRANTES,625,,TERMINAL DO ONIBUS JEQUIA,RUA JORGE ABRANTES,625,TERMINAL DO ONIBUS JEQUIA,JIQUIÁ,COLISÃO,1,1,,,,,,,,1,,,,,,,,
2017-01-05,10:19:00,SEM VÍTIMA,FINALIZADA,ARRUDA,RUA DAS MOCAS,671,,PADARIA ESQUINA DAS DELICIAS,RUA DAS MOCAS,671,PADARIA ESQUINA DAS DELICIAS,ARRUDA,COLISÃO,1,1,,,,,,,,0,,,,,,,,
2017-01-05,10:47:00,SEM VÍTIMA,FINALIZADA,CASA FORTE,RUA ALFREDO FERNANDES,,,RUA DA MECDONALD,RUA ALFREDO FERNANDES,0,RUA DA MECDONALD,CASA FORTE,COLISÃO,1,,,,,,1,,,0,,,,,,,,
2017-01-05,10:49:00,SEM VÍTIMA,FINALIZADA,TORRE,RUA REAL DA TORRE,1740,,AO LADO DO SUPERMERCADO CARREFOUR,RUA REAL DA TORRE,1740,AO LADO DO SUPERMERCADO CARREFOUR,TORRE,COLISÃO,2,,,,,,,,,0,,,,,,,,
2017-01-05,11:03:00,SEM VÍTIMA,FINALIZADA,IPSEP,RUA JEAN EMILE FAVRE,,,NO SEMAFORO 564,RUA JEAN EMILE FAVRE,0,NO SEMAFORO 564,IPSEP,COLISÃO,3,,,,,,,,,0,,,,,,,,
2017-01-05,11:07:00,COM VÍTIMA,FINALIZADA,ILHA JOANA BEZERRA,AV DES GUERRA BARRETO,,,SENTIDO COELHO EM FRENTE AO FORUM JOANA BEZERRA,AV DES GUERRA BARRETO,0,SENTIDO COELHO EM FRENTE AO FORUM JOANA BEZERRA,ILHA JOANA BEZERRA,COLISÃO,1,1,,,,,,,,1,,,,,,,,
2017-01-05,11:07:00,COM VÍTIMA,FINALIZADA,IMBIRIBEIRA,AV MARECHAL MASCARENHAS DE MORAES,XX,,EM FRENTE AO AÇAI, SENTIDO AEROPORTO,AV MARECHAL MASCARENHAS DE MORAES,XX,EM FRENTE AO AÇAI, SENTIDO AEROPORTO,IMBIRIBEIRA,COLISÃO,,2,,,,,,,,2,,,,,,
2017-01-05,11:40:00,SEM VÍTIMA,FINALIZADA,IPUTINGA,RUA PADRE DEHON,247,,EM FRENTE DA CASA DE PLACA LUMIFLEX,RUA PADRE DEHON,247,EM FRENTE DA CASA DE PLACA LUMIFLEX,IPUTINGA,COLISÃO,1,1,,,,,,,,0,,,,,,,,
2017-01-05,13:05:00,SEM VÍTIMA,CANCELADA,CAJUEIRO,AV SEBASTIAO SALAZAR,625,,E/F DO COLEGIO JARBAS PERNAMBUCANOS,AV SEBASTIAO SALAZAR,625,E/F DO COLEGIO JARBAS PERNAMBUCANOS,CAJUEIRO,COLISÃO,1,,,,,,1,,,0,,,,,,,,
2017-01-05,13:09:00,COM VÍTIMA,FINALIZADA,SANTO AMARO,AV CRUZ CABUGA,,,PX AO CEMITERIO DO INGLES,AV CRUZ CABUGA,0,PX AO CEMITERIO DO INGLES,SANTO AMARO,COLISÃO,1,,,,,1,,,,2,,,,,,,,
2017-01-05,14:17:00,SEM VÍTIMA,FINALIZADA,IPSEP,AV RECIFE,,,NO SEMAFORO 055 SENTIDO BR,AV RECIFE,0,NO SEMAFORO 055 SENTIDO BR,IPSEP,COLISÃO,,,,,,,,,,0,,,,,,,,
2017-01-05,14:24:00,SEM VÍTIMA,FINALIZADA,IMBIRIBEIRA,AV MARECHAL MASCARENHAS DE MORAES,1999,,E/F AO VEM - SENT CID,AV MARECHAL MASCARENHAS DE MORAES,1999,E/F AO VEM - SENT CID,IMBIRIBEIRA,COLISÃO,2,,,,,,,,,0,,,,,,,,
2017-01-05,14:50:00,SEM VÍTIMA,FINALIZADA,SÃO JOSÉ,TRV DO RAPOSO,,,PONTILHAO DO METRO,TRV DO RAPOSO,0,PONTILHAO DO METRO,SÃO JOSÉ,COLISÃO,1,1,,,,,,,,0,,,,,,,,
2017-01-05,15:40:00,SEM VÍTIMA,FINALIZADA,MADALENA,AV VISCONDE DE ALBUQUERQUE,,,E/F DO BOMPREÇO DA MADALENA NO SEMAFORO 051,AV VISCONDE DE ALBUQUERQUE,0,E/F DO BOMPREÇO DA MADALENA NO SEMAFORO 051,MADALENA,COLISÃO,1,,,,,1,,,,0,,,,,,,,
2017-01-05,15:49:00,SEM VÍTIMA,FINALIZADA,BOA VIAGEM,RUA ALMIRANTE TAMANDARE,170,,E/F AO REST TIO PEPE,RUA ALMIRANTE TAMANDARE,170,E/F AO REST TIO PEPE,BOA VIAGEM,COLISÃO,2,,,,,,,,,0,,,,,,,,
2017-01-05,16:25:00,SEM VÍTIMA,FINALIZADA,AFOGADOS,RUA CRUCILANDIA,689,,AO LADO DO CLUB VASSORINHA,RUA CRUCILANDIA,689,AO LADO DO CLUB VASSORINHA,AFOGADOS,COLISÃO,1,1,,,,,,,,0,,,,,,,,
2017-01-05,16:28:00,COM VÍTIMA,FINALIZADA,BOA VIAGEM,RUA VISCONDE DE JEQUITINHONHA,867,,CRUZAMENTO COM A RUA ERNESTO DE PAULA SANTOS, NO SEMAFORO 304,RUA VISCONDE DE JEQUITINHONHA,867,CRUZAMENTO COM A RUA ERNESTO DE PAULA SANTOS, NO SEMAFORO 304,BOA VIAGEM,COLISÃO,3,,,,,,,,,1,,,,,,
2017-01-05,16:30:00,SEM VÍTIMA,CANCELADA,IMBIRIBEIRA,AV MARECHAL MASCARENHAS DE MORAES,3905 A,,E/F DA HOME CENTER TEND TUDO S/T AFOGADOS,AV MARECHAL MASCARENHAS DE MORAES,3905 A,E/F DA HOME CENTER TEND TUDO S/T AFOGADOS,IMBIRIBEIRA,COLISÃO,2,,,,,,,,,0,,,,,,,,
2017-01-05,16:40:00,SEM VÍTIMA,CANCELADA,BOA VIAGEM,RUA VISCONDE DE JEQUITINHONHA,,,CRUZAMENTO COM A RUA ERNESTO DE PAULA SANTOS, NO SEMAFORO 304,RUA VISCONDE DE JEQUITINHONHA,0,CRUZAMENTO COM A RUA ERNESTO DE PAULA SANTOS, NO SEMAFORO 304,BOA VIAGEM,COLISÃO,2,,,,,,,,,0,,,,,,
2017-01-05,16:53:00,SEM VÍTIMA,FINALIZADA,DERBY,RUA DR SEVERINO PINHEIRO,,,AO LADO DO QUARTEL DO DERBY, NO SEMAFORO 418,RUA DR SEVERINO PINHEIRO,0,AO LADO DO QUARTEL DO DERBY, NO SEMAFORO 418,DERBY,COLISÃO,1,,,,,,1,,,0,,,,,,
2017-01-05,17:02:00,SEM VÍTIMA,FINALIZADA,CAJUEIRO,RUA DO MACHADO,,,PROX DA SEDE DO BLOCO OS IRRESPONSAVEIS,RUA DO MACHADO,0,PROX DA SEDE DO BLOCO OS IRRESPONSAVEIS,CAJUEIRO,COLISÃO,2,,,,,,,,,0,,,,,,,,
2017-01-05,17:38:00,SEM VÍTIMA,FINALIZADA,AFOGADOS,RUA SAO MIGUEL,,,APOS O BANCO DO BRASIL, ANTES DO QUARTEL,RUA SAO MIGUEL,0,APOS O BANCO DO BRASIL, ANTES DO QUARTEL,AFOGADOS,COLISÃO,1,,,,,,1,,,0,,,,,,
2017-01-05,17:43:00,SEM VÍTIMA,FINALIZADA,AFOGADOS,RUA COMENDADOR BENTO AGUIAR,,,114,RUA COMENDADOR BENTO AGUIAR,0,114,AFOGADOS,COLISÃO,1,,,,,,1,,,0,,,,,,,,
2017-01-05,18:11:00,SEM VÍTIMA,FINALIZADA,SÃO JOSÉ,RUA DA CONCORDIA,,,E/F AO CAMPOSFRIO,RUA DA CONCORDIA,0,E/F AO CAMPOSFRIO,SÃO JOSÉ,COLISÃO,2,,,,,,,,,0,,,,,,,,
2017-01-05,18:43:00,SEM VÍTIMA,FINALIZADA,CAMPO GRANDE,EST DE BELEM,316,,NA ESQUINA DA QUITANDARIA,EST DE BELEM,316,NA ESQUINA DA QUITANDARIA,CAMPO GRANDE,COLISÃO,2,,,,,,,,,0,,,,,,,,
2017-01-05,23:04:00,SEM VÍTIMA,FINALIZADA,ROSARINHO,AV NORTE,,,E/F A PADARIA DO ROSARINHO,AV NORTE,0,E/F A PADARIA DO ROSARINHO,ROSARINHO,COLISÃO,1,,,,,1,,,,0,,,,,,,,
2017-01-05,23:56:00,SEM VÍTIMA,FINALIZADA,GRAÇAS,RUA AMELIA,,,CCRUZAMENTO COM A AVENIDA RUI BAARBOSA, EM FRENTE AO MUSEU DO ESTADO,RUA AMELIA,0,CCRUZAMENTO COM A AVENIDA RUI BAARBOSA, EM FRENTE AO MUSEU DO ESTADO,GRAÇAS,COLISÃO,1,,,,,1,,,,0,,,,,,
2017-01-06,02:24:00,SEM VÍTIMA,FINALIZADA,BOA VIAGEM,RUA ERNESTO DE PAULA SANTOS,,,CRUZAMENTO COM A AV ENGENHEIRO DOMINGOS FERREIRA,RUA ERNESTO DE PAULA SANTOS,0,CRUZAMENTO COM A AV ENGENHEIRO DOMINGOS FERREIRA,BOA VIAGEM,COLISÃO,2,,,,,,,,,0,,,,,,,,
2017-01-17,18:38:00,SEM VÍTIMA,FINALIZADA,ESTÂNCIA,AV DR JOSE RUFINO,,,PRÓXIMO AO COLÉGIO VISÃO // PRÓXIMO A ESTAÇÃO DE METRÔ SANTA LUZIA,AV DR JOSE RUFINO,0,PRÓXIMO AO COLÉGIO VISÃO // PRÓXIMO A ESTAÇÃO DE METRÔ SANTA LUZIA,ESTÂNCIA,CHOQUE,1,,,,,,,,,0,,,,,,,,
2017-01-06,09:08:00,SEM VÍTIMA,FINALIZADA,ROSARINHO,AV NORTE,,,EM FRENTE DA PADARIA RUSARINHO,AV NORTE,0,EM FRENTE DA PADARIA RUSARINHO,ROSARINHO,COLISÃO,1,,,,,,1,,,0,,,,,,,,
2017-01-06,10:01:00,SEM VÍTIMA,FINALIZADA,IPSEP,RUA HELIO BRANDAO,135,,EM FRENTE DA FEJOADA DO JOÃO,RUA HELIO BRANDAO,135,EM FRENTE DA FEJOADA DO JOÃO,IPSEP,COLISÃO,2,,,,,,,,,0,,,,,,,,
2017-01-06,10:22:00,SEM VÍTIMA,FINALIZADA,PINA,AV ENCANTA MOCA,116,,EM FRENTE AO MECADINHO ECONOMICO,AV ENCANTA MOCA,116,EM FRENTE AO MECADINHO ECONOMICO,PINA,COLISÃO,1,,2,,,,,,,0,,,,,,,,
2017-01-06,10:46:00,SEM VÍTIMA,FINALIZADA,IMBIRIBEIRA,AV MARECHAL MASCARENHAS DE MORAES,2384,,EM FRENTE A LOJA MADECENTER SENTIDO AEROPORTO,AV MARECHAL MASCARENHAS DE MORAES,2384,EM FRENTE A LOJA MADECENTER SENTIDO AEROPORTO,IMBIRIBEIRA,ENGAVETAMENTO,2,,,,,,1,,,0,,,,,,,,
2017-01-06,12:05:00,SEM VÍTIMA,CANCELADA,BOA VIAGEM,RUA DOS NAVEGANTES,1515,,EM FRENTE AO EDIFICIO FUNCHAL,RUA DOS NAVEGANTES,1515,EM FRENTE AO EDIFICIO FUNCHAL,BOA VIAGEM,COLISÃO,2,,,,,,,,,0,,,,,,,,
2017-01-06,12:25:00,SEM VÍTIMA,CANCELADA,JORDÃO,RUA JOSE MARTORANO,10,,NA SUBIDA DA LADEIRA DO POSTO DE SAUDE,RUA JOSE MARTORANO,10,NA SUBIDA DA LADEIRA DO POSTO DE SAUDE,JORDÃO,COLISÃO,2,,,,,,,,,0,,,,,,,,
2017-01-06,12:59:00,COM VÍTIMA,FINALIZADA,SANTO AMARO,AV CRUZ CABUGA,,,RUA JAIME DA FONTE,AV CRUZ CABUGA,0,RUA JAIME DA FONTE,SANTO AMARO,COLISÃO,1,1,,,,1,,,,1,,,,,,,,
2017-01-06,13:06:00,SEM VÍTIMA,FINALIZADA,BOA VIAGEM,RUA TENENTE DOMINGOS DE BRITO,,,NO SEMAFORO 831,RUA TENENTE DOMINGOS DE BRITO,0,NO SEMAFORO 831,BOA VIAGEM,COLISÃO,2,,,,,,,,,0,,,,,,,,
2017-01-06,14:11:00,SEM VÍTIMA,FINALIZADA,BOA VIAGEM,RUA RIBEIRO DE BRITO,720,,ENTRE RECFIT E DO CURSO INGLES WISEUP,RUA RIBEIRO DE BRITO,720,ENTRE RECFIT E DO CURSO INGLES WISEUP,BOA VIAGEM,COLISÃO,2,,,,,,,,,0,,,,,,,,
2017-01-06,14:51:00,SEM VÍTIMA,FINALIZADA,AFOGADOS,AV SUL,,,EM FRENTE A POLICLINICA,AV SUL,0,EM FRENTE A POLICLINICA,AFOGADOS,COLISÃO,1,2,,,,,,,,0,,,,,,,,
2017-01-06,14:56:00,SEM VÍTIMA,FINALIZADA,SANTO AMARO,AV GOVERNADOR AGAMENON MAGALHAES,,,EM FRENTE A UPE/ SENTIDO OLINDA,AV GOVERNADOR AGAMENON MAGALHAES,0,EM FRENTE A UPE/ SENTIDO OLINDA,SANTO AMARO,COLISÃO,2,,,,,,,,,0,,,,,,,,
2017-01-06,15:34:00,COM VÍTIMA,FINALIZADA,SANTO ANTÔNIO,RUA FLORIANO PEIXOTO,,,TOBIAS BARRETO,RUA FLORIANO PEIXOTO,0,TOBIAS BARRETO,SANTO ANTÔNIO,COLISÃO,1,1,,,,,,,,1,,,,,,,,
2017-01-06,15:36:00,SEM VÍTIMA,FINALIZADA,BOA VIAGEM,RUA PROFESSOR AUGUSTO LINS E SILVA,626,,EM FRENTE AO EDIFICIO ILHA DE TROIA,RUA PROFESSOR AUGUSTO LINS E SILVA,626,EM FRENTE AO EDIFICIO ILHA DE TROIA,BOA VIAGEM,COLISÃO,2,,,,,,,,,0,,,,,,,,
2017-01-06,16:11:00,SEM VÍTIMA,FINALIZADA,TEJIPIÓ,RUA FALCAO DE LACERDA,115,,PX A ESTACAO DE COQUEIRAL,RUA FALCAO DE LACERDA,115,PX A ESTACAO DE COQUEIRAL,TEJIPIÓ,COLISÃO,1,1,,,,,,,,0,,,,,,,,
2017-01-06,16:17:00,SEM VÍTIMA,CANCELADA,ESTÂNCIA,AV RECIFE,,,EM FRENTE AO POSTO TOTAL, SEMAFORO 261, SENTIDO MAKRO,AV RECIFE,0,EM FRENTE AO POSTO TOTAL, SEMAFORO 261, SENTIDO MAKRO,ESTÂNCIA,COLISÃO,2,,,,,,,,,0,,,,
2017-01-06,16:16:00,SEM VÍTIMA,FINALIZADA,DERBY,AV GOVERNADOR AGAMENON MAGALHAES,,,NO CRUZAMENTO DA PRAÇA DO DERBY NA LOCAL SENTIDO OLINDA,AV GOVERNADOR AGAMENON MAGALHAES,0,NO CRUZAMENTO DA PRAÇA DO DERBY NA LOCAL SENTIDO OLINDA,DERBY,COLISÃO,2,,,,,,,,,0,,,,,,,,
